GeneID	Product	Note	Gene_Biotype	Location	Strand	Dbxref	Araport11	Araport11_Description	InterPro	InterPro_Description	SwissProt	SwissProt_Description	TrEMBL	TrEMBL_Description
PITG_00177	allantoicase		protein_coding	NW_003303758.1:1122482-1123675	-	GeneID:9476769	AT3G10177.1	allantoicase	IPR000001;IPR000002				A0A403EAA4	
PITG_00178	dual specificity tyrosine-phosphorylation-regulated kinase, putative		protein_coding	NW_003303758.1:1124722-1126606	+	GeneID:9476770	AT4G10178.1	dual specificity tyrosine-phosphorylation-regulated kinase	IPR011009;IPR000719				A0A07445E5	
PITG_00179	40S ribosomal protein S12, putative		protein_coding	NW_003303758.1:1126749-1127706	-	GeneID:9476771	AT5G10179.1	40S ribosomal protein S12	IPR000504;IPR012336				A0A48D7643	
PITG_00180	uncharacterized protein		protein_coding	NW_003303758.1:1127867-1129833	+	GeneID:9476852	AT1G10180.1		IPR000001;IPR000002					
PITG_00181	uncharacterized protein		protein_coding	NW_003303758.1:1130195-1131127	-	GeneID:9476853	AT2G10181.1		IPR000001;IPR000002					
PITG_00182	uncharacterized protein		protein_coding	NW_003303758.1:1131749-1132102	+	GeneID:9476854	AT3G10182.1		IPR000001;IPR000002					
PITG_00183	dynamin-2		protein_coding	NW_003303758.1:1132420-1134552	-	GeneID:9476855	AT4G10183.1	dynamin-2	IPR000001;IPR000002	Q04545	Q04545		A0A68BED62	
PITG_00184	uncharacterized protein		protein_coding	NW_003303758.1:1134877-1135884	+	GeneID:9476856	AT5G10184.1		IPR000001;IPR000002					
PITG_00185	Voltage-gated Ion Channel (VIC) Superfamily		protein_coding	NW_003303758.1:1135958-1139943	-	GeneID:9476857	AT1G10185.1	Voltage-gated Ion Channel (VIC) Superfamily	IPR000001;IPR000002				A0A4151F18	
PITG_00186	histone acetyltransferase, putative		protein_coding	NW_003303758.1:1140907-1142524	+	GeneID:9476858	AT2G10186.1	histone acetyltransferase	IPR005150;IPR013015				A0A8EB4D34	
PITG_00187	protein kinase, putative		protein_coding	NW_003303758.1:1142619-1144389	+	GeneID:9476859	AT3G10187.1	protein kinase	IPR011009;IPR000719				A0A3E33899	
PITG_00188	kinesin-like protein		protein_coding	NW_003303758.1:1144594-1148260	-	GeneID:9476860	AT4G10188.1	kinesin-like protein	IPR000001;IPR000002				A0A238DC1C	
PITG_00189	uncharacterized protein		protein_coding	NW_003303758.1:1148517-1150405	+	GeneID:9476861	AT5G10189.1		IPR000001;IPR000002					
PITG_00190	uncharacterized protein		protein_coding	NW_003303758.1:1150739-1152421	+	GeneID:9476862	AT1G10190.1		IPR000001;IPR000002					
PITG_00191	uncharacterized protein		protein_coding	NW_003303758.1:1155631-1156677	+	GeneID:9476863	AT2G10191.1		IPR000001;IPR000002					
PITG_00192	uncharacterized protein		protein_coding	NW_003303758.1:1156784-1159052	-	GeneID:9476864	AT3G10192.1		IPR000001;IPR000002					
PITG_00193	uncharacterized protein		protein_coding	NW_003303758.1:1159527-1162267	-	GeneID:9476865	AT4G10193.1		IPR000001;IPR000002					
PITG_00194	casein kinase II subunit, putative		protein_coding	NW_003303758.1:1163013-1164317	-	GeneID:9476866	AT5G10194.1	casein kinase II subunit	IPR011009;IPR000719				A0A09710B5	
PITG_00195	uncharacterized protein		protein_coding	NW_003303758.1:1265554-1266106	+	GeneID:9476869	AT1G10195.1		IPR000001;IPR000002					
PITG_00196	uncharacterized protein		protein_coding	NW_003303758.1:1275190-1275994	-	GeneID:9476870	AT2G10196.1		IPR000001;IPR000002					
PITG_00197	uncharacterized protein		protein_coding	NW_003303758.1:1276260-1279016	+	GeneID:9476871	AT3G10197.1		IPR000001;IPR000002					
PITG_00198	uncharacterized protein		protein_coding	NW_003303758.1:1293604-1294075	-	GeneID:9476872	AT4G10198.1		IPR000001;IPR000002					
PITG_00200	uncharacterized protein		protein_coding	NW_003303758.1:1313029-1313620	+	GeneID:9476874	AT1G10200.1		IPR000001;IPR000002					
PITG_00201	uncharacterized protein		protein_coding	NW_003303758.1:1313694-1315552	-	GeneID:9476875	AT2G10201.1		IPR000001;IPR000002					
PITG_00202	uncharacterized protein		protein_coding	NW_003303758.1:1316137-1317125	+	GeneID:9476876	AT3G10202.1		IPR000001;IPR000002					
PITG_00203	mitochondrial-processing peptidase subunit beta		protein_coding	NW_003303758.1:1317696-1319165	-	GeneID:9476877	AT4G10203.1	mitochondrial-processing peptidase subunit beta	IPR000001;IPR000002				A0A2E3CED7	
PITG_00204	kinesin heavy chain, putative		protein_coding	NW_003303758.1:1319979-1323180	+	GeneID:9476878	AT5G10204.1	kinesin heavy chain	IPR000001;IPR000002				A0A6238959	
PITG_00205	uncharacterized protein		protein_coding	NW_003303758.1:1323901-1324636	-	GeneID:9476879	AT1G10205.1		IPR000001;IPR000002					
PITG_00206	uncharacterized protein		protein_coding	NW_003303758.1:1326116-1327841	+	GeneID:9476880	AT2G10206.1		IPR000001;IPR000002					
PITG_00207	uncharacterized protein		protein_coding	NW_003303758.1:1327985-1329204	+	GeneID:9476881	AT3G10207.1		IPR000001;IPR000002					
PITG_00208	protein kinase, putative		protein_coding	NW_003303758.1:1329447-1331780	-	GeneID:9476882	AT4G10208.1	protein kinase	IPR011009;IPR000719				A0ABC55320	
PITG_00209	Major Facilitator Superfamily (MFS)		protein_coding	NW_003303758.1:1332105-1334047	-	GeneID:9476883	AT5G10209.1	Major Facilitator Superfamily (MFS)	IPR000001;IPR000002				A0A5807C4C	
PITG_00210	uncharacterized protein		protein_coding	NW_003303758.1:1336260-1337918	-	GeneID:9476884	AT1G10210.1		IPR000001;IPR000002					
PITG_00211	adenine phosphoribosyltransferase, putative		protein_coding	NW_003303758.1:1340522-1341466	+	GeneID:9476885	AT2G10211.1	adenine phosphoribosyltransferase	IPR005150;IPR013015	Q17878	Q17878		A0A6C87706	
PITG_00212	uncharacterized protein		protein_coding	NW_003303758.1:1341841-1343298	+	GeneID:9476886	AT3G10212.1		IPR000001;IPR000002					
PITG_00213	uncharacterized protein		protein_coding	NW_003303758.1:1343411-1344417	+	GeneID:9476887	AT4G10213.1		IPR000001;IPR000002					
PITG_00214	uncharacterized protein		protein_coding	NW_003303758.1:1344969-1345859	+	GeneID:9476888	AT5G10214.1		IPR000001;IPR000002					
PITG_00215	calmodulin-binding transcription activator, putative		protein_coding	NW_003303758.1:1346449-1349918	+	GeneID:9476889	AT1G10215.1	calmodulin-binding transcription activator	IPR001356;IPR036388				A0AC8968F8	
PITG_00216	uncharacterized protein		protein_coding	NW_003303758.1:1349929-1350613	-	GeneID:9476890	AT2G10216.1		IPR000001;IPR000002					
PITG_00217	uncharacterized protein		protein_coding	NW_003303758.1:1356502-1358380	-	GeneID:9476891	AT3G10217.1		IPR000001;IPR000002					
PITG_00218	ATP-binding Cassette (ABC) Superfamily		protein_coding	NW_003303758.1:1358850-1373214	+	GeneID:9476892	AT4G10218.1	ATP-binding Cassette (ABC) Superfamily	IPR002048;IPR016024				A0AFCF852B	
PITG_00219	glucan 1,3-beta-glucosidase, putative		protein_coding	NW_003303758.1:1380924-1382111	+	GeneID:9476893	AT5G10219.1	glucan 1,3-beta-glucosidase	IPR000001;IPR000002	Q227C5	Q227C5		A0A6A86818	
PITG_00220	general transcription factor IIH subunit, putative		protein_coding	NW_003303758.1:1382233-1383192	+	GeneID:9476894	AT1G10220.1	general transcription factor IIH subunit	IPR001356;IPR036388				A0A19281FA	
PITG_00221	tryptophan synthase, putative		protein_coding	NW_003303758.1:1383286-1384432	+	GeneID:9476895	AT2G10221.1	tryptophan synthase	IPR005150;IPR013015				A0AD8D9066	
PITG_00222	uncharacterized protein		protein_coding	NW_003303758.1:1384898-1385409	+	GeneID:9476896	AT3G10222.1		IPR000001;IPR000002					
PITG_00223	DNA repair and recombination protein RAD54		protein_coding	NW_003303758.1:1385739-1388969	-	GeneID:9476897	AT4G10223.1	DNA repair and recombination protein RAD54	IPR000001;IPR000002	Q1D671	Q1D671		A0A7A52114	
PITG_00224	uncharacterized protein		protein_coding	NW_003303758.1:1389145-1392537	+	GeneID:9476898	AT5G10224.1		IPR000001;IPR000002					
PITG_00225	sialin-like protein		protein_coding	NW_003303758.1:1392568-1394292	-	GeneID:9476899	AT1G10225.1	sialin-like protein	IPR000001;IPR000002				A0AFB2A265	
PITG_00226	kinesin-like protein		protein_coding	NW_003303758.1:1394401-1397931	-	GeneID:9476900	AT2G10226.1	kinesin-like protein	IPR000001;IPR000002				A0AA9AB7AA	
PITG_00227	DEAD/DEAH box RNA helicase, putative		protein_coding	NW_003303758.1:1398171-1400249	+	GeneID:9476901	AT3G10227.1	DEAD/DEAH box RNA helicase	IPR000504;IPR012336				A0AE736D79	
PITG_00228	Amino Acid-Polyamine-Organocation (APC) Family		protein_coding	NW_003303758.1:1400557-1404113	-	GeneID:9476902	AT4G10228.1	Amino Acid-Polyamine-Organocation (APC) Family	IPR000001;IPR000002				A0A50BB0A8	
PITG_00229	26S protease regulatory subunit S10B		protein_coding	NW_003303758.1:1404380-1405864	+	GeneID:9476903	AT5G10229.1	26S protease regulatory subunit S10B	IPR001563;IPR024079	Q63587	Q63587		A0AA0C5F30	
PITG_00230	peptidyl-prolyl cis-trans isomerase, mitochondrial precursor		protein_coding	NW_003303758.1:1405984-1407157	+	GeneID:9476904	AT1G10230.1	peptidyl-prolyl cis-trans isomerase, mitochondrial precursor	IPR000001;IPR000002	Q7D5B9	Q7D5B9		A0ADCFDDA2	
PITG_00231	eyes absent family protein		protein_coding	NW_003303758.1:1407223-1409379	-	GeneID:9476905	AT2G10231.1	eyes absent family protein	IPR000001;IPR000002				A0AE941B52	
PITG_00232	uncharacterized protein		protein_coding	NW_003303758.1:1409997-1410687	+	GeneID:9476906	AT3G10232.1		IPR000001;IPR000002					
PITG_00233	Major Facilitator Superfamily (MFS)		protein_coding	NW_003303758.1:1411059-1412834	-	GeneID:9476907	AT4G10233.1	Major Facilitator Superfamily (MFS)	IPR000001;IPR000002				A0AA26EB3A	
PITG_00234	uncharacterized protein		protein_coding	NW_003303758.1:1414311-1416330	+	GeneID:9476908	AT5G10234.1		IPR000001;IPR000002					
PITG_00235	uncharacterized protein		protein_coding	NW_003303758.1:1416548-1416854	+	GeneID:9476909	AT1G10235.1		IPR000001;IPR000002					
PITG_00236	cyclin-H, putative		protein_coding	NW_003303758.1:1417198-1418394	-	GeneID:9476910	AT2G10236.1	cyclin-H	IPR000001;IPR000002				A0A7017F03	
PITG_00237	2OG-Fe(II) oxygenase superfamily protein		protein_coding	NW_003303758.1:1418528-1419872	+	GeneID:9476911	AT3G10237.1	2OG-Fe(II) oxygenase superfamily protein	IPR000001;IPR000002				A0A54B9848	
PITG_00238	protein-L-isoaspartate(D-aspartate) O-methyltransferase, putative		protein_coding	NW_003303758.1:1419968-1420997	-	GeneID:9476912	AT4G10238.1	protein-L-isoaspartate(D-aspartate) O-methyltransferase	IPR005150;IPR013015				A0A0839C4D	
PITG_00240	uncharacterized protein		protein_coding	NW_003303758.1:1427858-1428745	-	GeneID:9476913	AT1G10240.1		IPR000001;IPR000002					
PITG_00241	uncharacterized protein		protein_coding	NW_003303758.1:1438607-1439130	+	GeneID:9476914	AT2G10241.1		IPR000001;IPR000002					
PITG_00244	uncharacterized protein		protein_coding	NW_003303758.1:1505657-1507985	+	GeneID:9476915	AT5G10244.1		IPR000001;IPR000002					
PITG_00245	cathepsin, cysteine protease family C01A, putative		protein_coding	NW_003303758.1:1515570-1516760	+	GeneID:9476916	AT1G10245.1	cathepsin, cysteine protease family C01A	IPR001563;IPR024079	Q75FD5	Q75FD5		A0A71A36E0	
PITG_00246	uncharacterized protein		protein_coding	NW_003303758.1:1517204-1518649	+	GeneID:9476917	AT2G10246.1		IPR000001;IPR000002					
PITG_00247	uncharacterized protein		protein_coding	NW_003303758.1:1518968-1520435	+	GeneID:9476918	AT3G10247.1		IPR000001;IPR000002					
PITG_00248	cathepsin, putative		protein_coding	NW_003303758.1:1521315-1522016	-	GeneID:9476919	AT4G10248.1	cathepsin	IPR000001;IPR000002				A0A10B7F78	
PITG_00249	O-methyltransferase, putative		protein_coding	NW_003303758.1:1522691-1523542	-	GeneID:9476920	AT5G10249.1	O-methyltransferase	IPR005150;IPR013015				A0A2184413	
PITG_00250	uncharacterized protein		protein_coding	NW_003303758.1:1524820-1526610	+	GeneID:9476921	AT1G10250.1		IPR000001;IPR000002					
PITG_00251	uncharacterized protein		protein_coding	NW_003303758.1:1526887-1528717	+	GeneID:9476922	AT2G10251.1		IPR000001;IPR000002					
PITG_00252	uncharacterized protein		protein_coding	NW_003303758.1:1529637-1530770	-	GeneID:9476923	AT3G10252.1		IPR000001;IPR000002					
PITG_00253	uncharacterized protein		protein_coding	NW_003303758.1:1530902-1535095	-	GeneID:9476924	AT4G10253.1		IPR000001;IPR000002					
PITG_00254	mitogen-activated protein kinase, putative		protein_coding	NW_003303758.1:1535795-1537959	-	GeneID:9476925	AT5G10254.1	mitogen-activated protein kinase	IPR011009;IPR000719				A0A7767796	
PITG_00255	uncharacterized protein		protein_coding	NW_003303758.1:1538905-1539342	-	GeneID:9476926	AT1G10255.1		IPR000001;IPR000002					
PITG_00256	uncharacterized protein		protein_coding	NW_003303758.1:1539453-1541003	+	GeneID:9476927	AT2G10256.1		IPR000001;IPR000002					
PITG_00257	uncharacterized protein		protein_coding	NW_003303758.1:1541105-1543616	-	GeneID:9476928	AT3G10257.1		IPR000001;IPR000002					
PITG_00258	uncharacterized protein		protein_coding	NW_003303758.1:1544035-1544408	+	GeneID:9476929	AT4G10258.1		IPR000001;IPR000002					
PITG_00259	uncharacterized protein		protein_coding	NW_003303758.1:1547208-1548056	-	GeneID:9476930	AT5G10259.1		IPR000001;IPR000002					
PITG_00260	uncharacterized protein		protein_coding	NW_003303758.1:1548263-1549104	-	GeneID:9476931	AT1G10260.1		IPR000001;IPR000002					
PITG_00261	uncharacterized protein		protein_coding	NW_003303758.1:1549342-1550106	+	GeneID:9477012	AT2G10261.1		IPR000001;IPR000002					
PITG_00262	nuclear pore complex protein Nup93-like protein		protein_coding	NW_003303758.1:1550176-1553079	-	GeneID:9477013	AT3G10262.1	nuclear pore complex protein Nup93-like protein	IPR000001;IPR000002	Q008C6	Q008C6		A0AA7047C4	
PITG_00263	uncharacterized protein		protein_coding	NW_003303758.1:1554451-1558858	+	GeneID:9477014	AT4G10263.1		IPR000001;IPR000002					
PITG_00264	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, putative		protein_coding	NW_003303758.1:1558866-1559885	-	GeneID:9477015	AT5G10264.1	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase	IPR000001;IPR000002	Q920C5	Q920C5		A0A71178B0	
PITG_00265	Mitochondrial Carrier (MC) Family		protein_coding	NW_003303758.1:1560033-1561162	-	GeneID:9477016	AT1G10265.1	Mitochondrial Carrier (MC) Family	IPR000001;IPR000002				A0A2E023D9	
PITG_00266	40S ribosomal protein S10		protein_coding	NW_003303758.1:1561381-1561976	+	GeneID:9477017	AT2G10266.1	40S ribosomal protein S10	IPR000504;IPR012336				A0AD0043F5	
PITG_00267	uncharacterized protein		protein_coding	NW_003303758.1:1562857-1563305	-	GeneID:9477018	AT3G10267.1		IPR000001;IPR000002					
PITG_00268	uncharacterized protein		protein_coding	NW_003303758.1:1563631-1563933	+	GeneID:9477019	AT4G10268.1		IPR000001;IPR000002					
PITG_00269	uncharacterized protein		protein_coding	NW_003303758.1:1564580-1567164	+	GeneID:9477020	AT5G10269.1		IPR000001;IPR000002					
PITG_00270	uncharacterized protein		protein_coding	NW_003303758.1:1567605-1570743	+	GeneID:9477021	AT1G10270.1		IPR000001;IPR000002					
PITG_00271	uncharacterized protein		protein_coding	NW_003303758.1:1571459-1572622	-	GeneID:9477022	AT2G10271.1		IPR000001;IPR000002					
PITG_00272	phosphatidylinositol kinase		protein_coding	NW_003303758.1:1575147-1576484	+	GeneID:9477023	AT3G10272.1	phosphatidylinositol kinase	IPR011009;IPR000719				A0A4FF38EF	
PITG_00273	N-acetylated-alpha-linked acidic dipeptidase-like protein		protein_coding	NW_003303758.1:1577163-1579990	+	GeneID:9477024	AT4G10273.1	N-acetylated-alpha-linked acidic dipeptidase-like protein	IPR000001;IPR000002	Q6AFB9	Q6AFB9		A0A5E839CB	
PITG_00274	ryanodine-inositol 1,4,5-triphosphate receptor Ca2 channel (RIR-CaC) family protein		protein_coding	NW_003303758.1:1580139-1584562	-	GeneID:9477025	AT5G10274.1	ryanodine-inositol 1,4,5-triphosphate receptor Ca2 channel (RIR-CaC) family protein	IPR000001;IPR000002				A0ADCB29EA	
PITG_00275	Iron(III)-zinc(II) purple acid phosphatase, putative		protein_coding	NW_003303758.1:1584795-1586343	+	GeneID:9477026	AT1G10275.1	Iron(III)-zinc(II) purple acid phosphatase	IPR004843;IPR015655				A0AC868AAF	
PITG_00276	uncharacterized protein		protein_coding	NW_003303758.1:1587519-1588122	-	GeneID:9477027	AT2G10276.1		IPR000001;IPR000002					
PITG_00279	ubiquitin carboxyl-terminal hydrolase, putative		protein_coding	NW_003303758.1:1644989-1649039	+	GeneID:9477028	AT5G10279.1	ubiquitin carboxyl-terminal hydrolase	IPR001547;IPR017853				A0ADD73CF2	
PITG_00280	uncharacterized protein		protein_coding	NW_003303758.1:1649307-1650827	-	GeneID:9477029	AT1G10280.1		IPR000001;IPR000002					
PITG_00281	Major Facilitator Superfamily (MFS)		protein_coding	NW_003303758.1:1651508-1653288	-	GeneID:9477030	AT2G10281.1	Major Facilitator Superfamily (MFS)	IPR000001;IPR000002				A0AECD39B6	
PITG_00282	uncharacterized protein		protein_coding	NW_003303758.1:1653568-1654245	+	GeneID:9477031	AT3G10282.1		IPR000001;IPR000002					
PITG_00283	uncharacterized protein		protein_coding	NW_003303758.1:1654395-1655459	-	GeneID:9477032	AT4G10283.1		IPR000001;IPR000002					
PITG_00284	phospholipase D, Pi-PXTM-PLD		protein_coding	NW_003303758.1:1655651-1661074	-	GeneID:9477033	AT5G10284.1	phospholipase D, Pi-PXTM-PLD	IPR000001;IPR000002				A0A3D8572F	
PITG_00286	uncharacterized protein		protein_coding	NW_003303758.1:1675306-1677251	+	GeneID:9477034	AT2G10286.1		IPR000001;IPR000002					
PITG_00287	formyl-coenzyme A transferase, putative		protein_coding	NW_003303758.1:1677727-1679061	-	GeneID:9477035	AT3G10287.1	formyl-coenzyme A transferase	IPR005150;IPR013015				A0A92DE596	
PITG_00288	uncharacterized protein		protein_coding	NW_003303758.1:1679977-1680830	-	GeneID:9477036	AT4G10288.1		IPR000001;IPR000002					
PITG_00289	glutamate carboxypeptidase, putative		protein_coding	NW_003303758.1:1681471-1683820	-	GeneID:9477037	AT5G10289.1	glutamate carboxypeptidase	IPR000001;IPR000002				A0A9118E55	
PITG_00290	uncharacterized protein		protein_coding	NW_003303758.1:1684523-1685026	-	GeneID:9477038	AT1G10290.1		IPR000001;IPR000002					
PITG_00291	scavenger mRNA-decapping enzyme DcpS, putative		protein_coding	NW_003303758.1:1685199-1686720	-	GeneID:9477039	AT2G10291.1	scavenger mRNA-decapping enzyme DcpS	IPR000504;IPR012336				A0A410B86E	
PITG_00292	uncharacterized protein		protein_coding	NW_003303758.1:1686876-1687368	+	GeneID:9477040	AT3G10292.1		IPR000001;IPR000002					
PITG_00293	uncharacterized protein		protein_coding	NW_003303758.1:1687718-1688095	+	GeneID:9477041	AT4G10293.1		IPR000001;IPR000002					
PITG_00294	carbohydrate esterase, putative		protein_coding	NW_003303758.1:1688205-1689221	-	GeneID:9477042	AT5G10294.1	carbohydrate esterase	IPR000001;IPR000002				A0A35B59EE	
PITG_00295	uncharacterized protein		protein_coding	NW_003303758.1:1689481-1690940	+	GeneID:9477043	AT1G10295.1		IPR000001;IPR000002					
PITG_00296	protein kinase, putative		protein_coding	NW_003303758.1:1690958-1692253	-	GeneID:9477044	AT2G10296.1	protein kinase	IPR011009;IPR000719				A0ACA38483	
PITG_00297	uncharacterized protein		protein_coding	NW_003303758.1:1692798-1694557	+	GeneID:9477045	AT3G10297.1		IPR000001;IPR000002					
PITG_00298	uncharacterized protein		protein_coding	NW_003303758.1:1694896-1696275	+	GeneID:9477046	AT4G10298.1		IPR000001;IPR000002					
PITG_00299	alpha-1,3-mannosyltransferase, putative		protein_coding	NW_003303758.1:1696620-1701478	-	GeneID:9477047	AT5G10299.1	alpha-1,3-mannosyltransferase	IPR005150;IPR013015	Q38F64	Q38F64		A0AB0154EC	
