GeneID	Product	Note	Gene_Biotype	Location	Strand	Dbxref
PITG_00289	glutamate carboxypeptidase, putative		protein_coding	NW_003303758.1:1681471-1683820	-	GeneID:9477037
PITG_00290	uncharacterized protein		protein_coding	NW_003303758.1:1684523-1685026	-	GeneID:9477038
PITG_00291	scavenger mRNA-decapping enzyme DcpS, putative		protein_coding	NW_003303758.1:1685199-1686720	-	GeneID:9477039
PITG_00292	uncharacterized protein		protein_coding	NW_003303758.1:1686876-1687368	+	GeneID:9477040
PITG_00293	uncharacterized protein		protein_coding	NW_003303758.1:1687718-1688095	+	GeneID:9477041
PITG_00294	carbohydrate esterase, putative		protein_coding	NW_003303758.1:1688205-1689221	-	GeneID:9477042
PITG_00295	uncharacterized protein		protein_coding	NW_003303758.1:1689481-1690940	+	GeneID:9477043
PITG_00296	protein kinase, putative		protein_coding	NW_003303758.1:1690958-1692253	-	GeneID:9477044
PITG_00297	uncharacterized protein		protein_coding	NW_003303758.1:1692798-1694557	+	GeneID:9477045
PITG_00298	uncharacterized protein		protein_coding	NW_003303758.1:1694896-1696275	+	GeneID:9477046
PITG_00299	alpha-1,3-mannosyltransferase, putative		protein_coding	NW_003303758.1:1696620-1701478	-	GeneID:9477047
PITG_00300	3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial precursor		protein_coding	NW_003303758.1:1701843-1703801	+	GeneID:9477048
PITG_00301	uncharacterized protein		protein_coding	NW_003303758.1:1704072-1706858	-	GeneID:9477049
PITG_00302	phenylalanyl-tRNA synthetase beta chain		protein_coding	NW_003303758.1:1707022-1709038	+	GeneID:9477050
PITG_00303	uncharacterized protein		protein_coding	NW_003303758.1:1709339-1709980	+	GeneID:9477051
PITG_00304	uncharacterized protein		protein_coding	NW_003303758.1:1738225-1740041	+	GeneID:9477053
PITG_00305	uncharacterized protein		protein_coding	NW_003303758.1:1740934-1743163	-	GeneID:9477054
PITG_00306	uncharacterized protein		protein_coding	NW_003303758.1:1743311-1745986	+	GeneID:9477055
PITG_00307	uncharacterized protein		protein_coding	NW_003303758.1:1746151-1746885	+	GeneID:9477056
PITG_00308	uncharacterized protein		protein_coding	NW_003303758.1:1747164-1749583	-	GeneID:9477057
PITG_00309	uncharacterized protein		protein_coding	NW_003303758.1:1749827-1751243	+	GeneID:9477058
PITG_00310	sodium-coupled neutral amino acid transporter, putative		protein_coding	NW_003303758.1:1751530-1754415	-	GeneID:9477059
PITG_00311	uncharacterized protein		protein_coding	NW_003303758.1:1754712-1755439	-	GeneID:9477060
PITG_00312	uncharacterized protein		protein_coding	NW_003303758.1:1755729-1756139	+	GeneID:9477061
PITG_00313	uncharacterized protein		protein_coding	NW_003303758.1:1756164-1758152	-	GeneID:9477062
PITG_00314	uncharacterized protein		protein_coding	NW_003303758.1:1758312-1759164	+	GeneID:9477063
PITG_00315	uncharacterized protein		protein_coding	NW_003303758.1:1759388-1763539	+	GeneID:9477064
PITG_00319	uncharacterized protein		protein_coding	NW_003303758.1:1798480-1799223	+	GeneID:9477065
PITG_00320	uncharacterized protein		protein_coding	NW_003303758.1:1802309-1803901	+	GeneID:9477066
PITG_00321	uncharacterized protein		protein_coding	NW_003303758.1:1804319-1805683	-	GeneID:9477067
PITG_00322	uncharacterized protein		protein_coding	NW_003303758.1:1806202-1807817	-	GeneID:9477068
PITG_00323	uncharacterized protein		protein_coding	NW_003303758.1:1810206-1813748	-	GeneID:9477069
PITG_00324	neutral ceramidase, putative		protein_coding	NW_003303758.1:1813978-1816121	-	GeneID:9477070
PITG_00327	uncharacterized protein		protein_coding	NW_003303758.1:1818339-1818917	+	GeneID:9477071
PITG_00328	uncharacterized protein		protein_coding	NW_003303758.1:1819370-1820818	+	GeneID:9477072
PITG_00329	Major Facilitator Superfamily (MFS)		protein_coding	NW_003303758.1:1821115-1822707	-	GeneID:9477073
PITG_00330	phosphatidylinositol-4-phosphate-5-kinase (PI-PIPK-B)		protein_coding	NW_003303758.1:1824093-1827806	-	GeneID:9477074
PITG_00331	cysteine protease family C48, putative		protein_coding	NW_003303758.1:1830391-1833177	+	GeneID:9477075
PITG_00332	Monovalent Cation:Proton Antiporter-1 (CPA1) Family		protein_coding	NW_003303758.1:1833615-1835685	-	GeneID:9477076
PITG_00333	dihydroflavonol-4-reductase, putative		protein_coding	NW_003303758.1:1836637-1840356	+	GeneID:9477077
PITG_00334	uncharacterized protein		protein_coding	NW_003303758.1:1840618-1844314	+	GeneID:9477078
PITG_00335	uncharacterized protein		protein_coding	NW_003303758.1:1844361-1844916	+	GeneID:9477079
PITG_00336	uncharacterized protein		protein_coding	NW_003303758.1:1845063-1848077	-	GeneID:9477080
PITG_00337	small mechanosensitive channel family protein, putative		protein_coding	NW_003303758.1:1848833-1850353	+	GeneID:9477081
PITG_00338	uncharacterized protein		protein_coding	NW_003303758.1:1850373-1851350	-	GeneID:9477082
PITG_00339	uncharacterized protein		protein_coding	NW_003303758.1:1882428-1885193	+	GeneID:9477084
PITG_00340	uncharacterized protein		protein_coding	NW_003303758.1:1886943-1887816	-	GeneID:9477085
PITG_00341	uncharacterized protein		protein_coding	NW_003303758.1:1905534-1907589	+	GeneID:9477086
PITG_00342	uncharacterized protein		protein_coding	NW_003303758.1:1908068-1909604	+	GeneID:9477087
PITG_00343	uncharacterized protein		protein_coding	NW_003303758.1:1909608-1911644	-	GeneID:9477088
PITG_00347	uncharacterized protein		protein_coding	NW_003303758.1:1948838-1950748	+	GeneID:9477089
PITG_00348	myosin-like protein		protein_coding	NW_003303758.1:1952023-1956197	+	GeneID:9477090
PITG_00349	uncharacterized protein		protein_coding	NW_003303758.1:1956294-1957908	-	GeneID:9477091
PITG_00350	COP9 signalosome complex subunit 1, putative		protein_coding	NW_003303758.1:1958056-1959527	+	GeneID:9477173
PITG_00351	uncharacterized protein		protein_coding	NW_003303758.1:1959781-1961961	+	GeneID:9477174
PITG_00352	pyruvate dehydrogenase kinase-like protein		protein_coding	NW_003303758.1:1962074-1963350	-	GeneID:9477175
PITG_00353	metallophosphoesterase 1, putative		protein_coding	NW_003303758.1:1963708-1964787	+	GeneID:9477176
PITG_00354	uncharacterized protein		protein_coding	NW_003303758.1:1965234-1966096	+	GeneID:9477177
PITG_00357	uncharacterized protein		protein_coding	NW_003303758.1:1985284-1985922	-	GeneID:9477178
PITG_00358	uncharacterized protein		protein_coding	NW_003303758.1:2005441-2006140	+	GeneID:9477179
PITG_00359	uncharacterized protein		protein_coding	NW_003303758.1:2017090-2017906	-	GeneID:9477180
PITG_00360	uncharacterized protein		protein_coding	NW_003303758.1:2019166-2022028	+	GeneID:9477181
PITG_00361	uncharacterized protein		protein_coding	NW_003303758.1:2022410-2024393	-	GeneID:9477182
PITG_00362	uncharacterized protein		protein_coding	NW_003303758.1:2024454-2025830	-	GeneID:9477183
PITG_00363	uncharacterized protein		protein_coding	NW_003303758.1:2026009-2029984	+	GeneID:9477184
PITG_00364	uncharacterized protein		protein_coding	NW_003303758.1:2031142-2032824	+	GeneID:9477185
PITG_00366	secreted RxLR effector peptide protein, putative		protein_coding	NW_003303758.1:2041764-2042153	+	GeneID:9477186
PITG_00368	uncharacterized protein		protein_coding	NW_003303758.1:2067946-2069726	+	GeneID:9477187
PITG_00369	uncharacterized protein		protein_coding	NW_003303758.1:2080215-2082653	+	GeneID:9477188
PITG_00370	uncharacterized protein		protein_coding	NW_003303758.1:2082700-2083663	-	GeneID:9477189
PITG_00372	uncharacterized protein		protein_coding	NW_003303758.1:2097679-2098212	+	GeneID:9477191
PITG_00373	uncharacterized protein		protein_coding	NW_003303758.1:2098314-2099446	+	GeneID:9477192
PITG_00375	haustorium-specific membrane protein, putative		protein_coding	NW_003303758.1:2116817-2119888	-	GeneID:9477193
PITG_00377	uncharacterized protein		protein_coding	NW_003303758.1:2142339-2143359	-	GeneID:9477194
PITG_00378	uncharacterized protein		protein_coding	NW_003303758.1:2143819-2145310	+	GeneID:9477195
PITG_00379	uncharacterized protein		protein_coding	NW_003303758.1:2145400-2146029	+	GeneID:9477196
PITG_00380	sphingosine-1-phosphate lyase, putative		protein_coding	NW_003303758.1:2146074-2147978	-	GeneID:9477197
PITG_00381	serine protease family S54, putative		protein_coding	NW_003303758.1:2148561-2149908	+	GeneID:9477198
PITG_00382	uncharacterized protein		protein_coding	NW_003303758.1:2159737-2160492	-	GeneID:9477199
PITG_00383	uncharacterized protein		protein_coding	NW_003303758.1:2161419-2162539	+	GeneID:9477200
PITG_00384	uncharacterized protein		protein_coding	NW_003303758.1:2162609-2163817	-	GeneID:9477201
PITG_00385	uncharacterized protein		protein_coding	NW_003303758.1:2163917-2167130	+	GeneID:9477202
PITG_00386	uncharacterized protein		protein_coding	NW_003303758.1:2168768-2170491	-	GeneID:9477203
PITG_00388	uncharacterized protein		protein_coding	NW_003303758.1:2173919-2176106	-	GeneID:9477204
PITG_00389	uncharacterized protein		protein_coding	NW_003303758.1:2176335-2178069	+	GeneID:9477205
PITG_00390	uncharacterized protein		protein_coding	NW_003303758.1:2178321-2179911	-	GeneID:9477206
PITG_00391	uncharacterized protein		protein_coding	NW_003303758.1:2181041-2183720	+	GeneID:9477207
PITG_00392	serine protease family S33, putative		protein_coding	NW_003303758.1:2183838-2184744	-	GeneID:9477208
PITG_00393	uncharacterized protein		protein_coding	NW_003303758.1:2185262-2186141	-	GeneID:9477209
PITG_00394	serine protease family S33, putative		protein_coding	NW_003303758.1:2186453-2187421	-	GeneID:9477210
PITG_00395	cathepsin B, cysteine protease family C01A, putative		protein_coding	NW_003303758.1:2188549-2189765	-	GeneID:9477211
PITG_00396	aspartyl protease family A01B, putative		protein_coding	NW_003303758.1:2190354-2192412	+	GeneID:9477212
PITG_00397	eukaryotic translation initiation factor 3 subunit C, putative		protein_coding	NW_003303758.1:2192532-2195561	-	GeneID:9477213
PITG_00398	uncharacterized protein		protein_coding	NW_003303758.1:2195815-2197435	-	GeneID:9477214
PITG_00399	nuclear ribonuclease Z, putative		protein_coding	NW_003303758.1:2198365-2199353	+	GeneID:9477215
PITG_00400	uncharacterized protein		protein_coding	NW_003303758.1:2199512-2200307	-	GeneID:9477216
PITG_00401	ribosome maturation protein SBDS, putative		protein_coding	NW_003303758.1:2201858-2202984	+	GeneID:9477217
PITG_00402	uncharacterized protein		protein_coding	NW_003303758.1:2203023-2204290	-	GeneID:9477218
PITG_00403	uncharacterized protein		protein_coding	NW_003303758.1:2204520-2205629	+	GeneID:9477219
PITG_00404	uncharacterized protein		protein_coding	NW_003303758.1:2205825-2207461	-	GeneID:9477220
PITG_00405	uncharacterized protein		protein_coding	NW_003303758.1:2207524-2207871	-	GeneID:9477221
PITG_00406	uncharacterized protein		protein_coding	NW_003303758.1:2209133-2210729	+	GeneID:9477222
PITG_00407	serine/threonine-protein kinase		protein_coding	NW_003303758.1:2210985-2213722	+	GeneID:9477223
PITG_00408	uncharacterized protein		protein_coding	NW_003303758.1:2214038-2217512	+	GeneID:9477224
PITG_00409	rho GDP-dissociation inhibitor		protein_coding	NW_003303758.1:2217856-2218708	-	GeneID:9477225
PITG_00410	bystin		protein_coding	NW_003303758.1:2218872-2220140	+	GeneID:9477226
PITG_00411	adaptin-like protein		protein_coding	NW_003303758.1:2220415-2221176	+	GeneID:9477227
PITG_00412	uncharacterized protein		protein_coding	NW_003303758.1:2221457-2222745	-	GeneID:9477228
PITG_00413	Proton-dependent Oligopeptide Transporter (POT) Family		protein_coding	NW_003303758.1:2224213-2226171	+	GeneID:9477229
PITG_00414	uncharacterized protein		protein_coding	NW_003303758.1:2226298-2227466	+	GeneID:9477230
PITG_00415	uncharacterized protein		protein_coding	NW_003303758.1:2227484-2230766	+	GeneID:9477231
PITG_00416	calcium-dependent protein kinase, putative		protein_coding	NW_003303758.1:2232083-2234254	+	GeneID:9477232
PITG_00417	Patatin like protein		protein_coding	NW_003303758.1:2234286-2237810	-	GeneID:9477233
PITG_00418	uncharacterized protein		protein_coding	NW_003303758.1:2238189-2238925	+	GeneID:9477234
PITG_00419	uncharacterized protein		protein_coding	NW_003303758.1:2239314-2240277	-	GeneID:9477235
PITG_00420	F-box protein, putative		protein_coding	NW_003303758.1:2240501-2240989	+	GeneID:9477236
PITG_00421	uncharacterized protein		protein_coding	NW_003303758.1:2270028-2275368	-	GeneID:9477237
PITG_00422	Zinc (Zn2)-Iron (Fe2) Permease (ZIP) Family		protein_coding	NW_003303758.1:2279452-2280627	+	GeneID:9477238
PITG_00423	uncharacterized protein		protein_coding	NW_003303758.1:2287932-2288712	-	GeneID:9477239
PITG_00424	uncharacterized protein		protein_coding	NW_003303758.1:2323393-2324412	+	GeneID:9477240
PITG_00425	uncharacterized protein		protein_coding	NW_003303758.1:2324898-2326963	-	GeneID:9477241
PITG_00426	uncharacterized protein		protein_coding	NW_003303758.1:2328929-2331214	+	GeneID:9477242
PITG_00427	molybdenum cofactor synthesis protein, putative		protein_coding	NW_003303758.1:2331811-2332771	-	GeneID:9477243
PITG_00430	uncharacterized protein		protein_coding	NW_003303758.1:2341639-2343964	+	GeneID:9477244
PITG_00431	calcineurin-like phosphoesterase, putative		protein_coding	NW_003303758.1:2344321-2346007	-	GeneID:9477245
PITG_00432	uncharacterized protein		protein_coding	NW_003303758.1:2346425-2346718	-	GeneID:9477246
PITG_00433	uncharacterized protein		protein_coding	NW_003303758.1:2347364-2348669	+	GeneID:9477247
PITG_00436	uncharacterized protein		protein_coding	NW_003303758.1:2382192-2382743	+	GeneID:9477248
PITG_00437	uncharacterized protein		protein_coding	NW_003303758.1:2382894-2384398	-	GeneID:9477249
PITG_00438	uncharacterized protein		protein_coding	NW_003303758.1:2386399-2386881	-	GeneID:9477250
PITG_00439	uncharacterized protein		protein_coding	NW_003303758.1:2389127-2390578	+	GeneID:9477251
PITG_00440	myotubularin-like protein		protein_coding	NW_003303758.1:2390582-2395343	-	GeneID:9477252
PITG_00441	uncharacterized protein		protein_coding	NW_003303758.1:2395751-2397296	+	GeneID:9477414
PITG_00442	cytochrome c/c1 heme lyase, putative		protein_coding	NW_003303758.1:2397369-2398601	-	GeneID:9477415
PITG_00443	40S ribosomal protein S6		protein_coding	NW_003303758.1:2398916-2400162	+	GeneID:9477416
PITG_00444	uncharacterized protein		protein_coding	NW_003303758.1:2401231-2404484	-	GeneID:9477417
PITG_00445	uncharacterized protein		protein_coding	NW_003303758.1:2406147-2407028	-	GeneID:9477418
PITG_00446	uncharacterized protein		protein_coding	NW_003303758.1:2407260-2408261	+	GeneID:9477419
PITG_00447	sporangia induced hypothetical protein		protein_coding	NW_003303758.1:2408401-2409563	-	GeneID:9477420
PITG_00448	tRNA (cytosine-5-)-methyltransferase NSUN2, putative		protein_coding	NW_003303758.1:2410022-2412093	-	GeneID:9477421
PITG_00449	uncharacterized protein		protein_coding	NW_003303758.1:2412235-2413368	-	GeneID:9477422
PITG_00450	uncharacterized protein		protein_coding	NW_003303758.1:2414233-2421114	+	GeneID:9477423
PITG_00451	2-oxoisovalerate dehydrogenase subunit beta, mitochondrial precursor		protein_coding	NW_003303758.1:2421391-2422724	-	GeneID:9477424
PITG_00452	xylulose kinase, putative		protein_coding	NW_003303758.1:2423223-2424899	+	GeneID:9477425
PITG_00453	lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, putative		protein_coding	NW_003303758.1:2425276-2426879	+	GeneID:9477426
PITG_00454	RCC1 and BTB domain-containing protein, putative		protein_coding	NW_003303758.1:2427007-2429675	-	GeneID:9477427
PITG_00455	uncharacterized protein		protein_coding	NW_003303758.1:2430676-2431860	+	GeneID:9477428
PITG_00456	uncharacterized protein		protein_coding	NW_003303758.1:2432004-2432739	-	GeneID:9477429
PITG_00457	uncharacterized protein		protein_coding	NW_003303758.1:2432871-2433971	+	GeneID:9477430
PITG_00458	dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, putative		protein_coding	NW_003303758.1:2434035-2434843	-	GeneID:9477431
PITG_00459	coatomer subunit zeta-1, putative		protein_coding	NW_003303758.1:2437930-2439095	-	GeneID:9477432
PITG_00460	phosphatidylinositol-4-phosphate-5-kinase (Pi-PIPKD5)		protein_coding	NW_003303758.1:2439180-2442274	-	GeneID:9477433
PITG_00461	Mitochondrial Carrier (MC) Family		protein_coding	NW_003303758.1:2443646-2444524	+	GeneID:9477434
PITG_00462	pseudouridylate synthase, putative		protein_coding	NW_003303758.1:2444940-2447170	-	GeneID:9477435
PITG_00463	uncharacterized protein		protein_coding	NW_003303758.1:2447553-2448548	+	GeneID:9477436
PITG_00464	ser/thr kinase		protein_coding	NW_003303758.1:2449115-2450396	-	GeneID:9477437
PITG_00465	uncharacterized protein		protein_coding	NW_003303758.1:2450518-2451780	+	GeneID:9477438
PITG_00466	uncharacterized protein		protein_coding	NW_003303758.1:2451866-2454811	-	GeneID:9477439
PITG_00467	uncharacterized protein		protein_coding	NW_003303758.1:2455887-2456606	-	GeneID:9477440
PITG_00468	uncharacterized protein		protein_coding	NW_003303758.1:2458338-2459199	+	GeneID:9477441
PITG_00469	uncharacterized protein		protein_coding	NW_003303758.1:2462540-2464075	+	GeneID:9477442
PITG_00470	uncharacterized protein		protein_coding	NW_003303758.1:2464422-2465834	+	GeneID:9477443
PITG_00471	pyridoxal biosynthesis lyase pdxS		protein_coding	NW_003303758.1:2465896-2466989	-	GeneID:9477444
PITG_00472	pre-mRNA-splicing factor syf2		protein_coding	NW_003303758.1:2467309-2468315	-	GeneID:9477445
PITG_00473	tetratricopeptide repeat protein, putative		protein_coding	NW_003303758.1:2481225-2484299	+	GeneID:9477446
PITG_00474	histone-lysine N-methyltransferase, putative		protein_coding	NW_003303758.1:2484584-2487122	+	GeneID:9477447
